rl_method,clust_method,n_clusters,variable,Acc,ARI,AMI,Sil
Raw data,Agglo.,7,age,0.3211805555555556,0.005052301127060143,0.0011349058134715445,0.0066926916035136876
PCA,K-Means,2,asthma,0.8932291666666666,0.0,0.0,0.035766481015749446
PCA,K-Means,2,sex,0.5303819444444444,0.0,0.0,0.035766481015749446
PCA,K-Means,3,education,0.5130208333333334,0.0,0.0,0.034280617301213505
PCA,K-Means,3,native,0.8376736111111112,0.0,0.0,0.034280617301213505
PCA,K-Means,3,parity,0.4548611111111111,0.0,0.0,0.034280617301213505
PCA,K-Means,4,birth_weight,0.2838541666666667,0.0030149791648646485,0.0031110135768498436,0.0307366757139453
PCA,K-Means,4,iq,0.3142361111111111,0.004087553347565535,0.0038276918847994553,0.0307366757139453
PCA,K-Means,4,behaviour,0.2873263888888889,0.004852760887543695,0.007136428880612937,0.0307366757139453
PCA,K-Means,6,cohort,0.22569444444444445,0.0038320836248801784,0.0037026924538678145,0.022900707184300585
PCA,K-Means,7,age,0.3220486111111111,0.003331885976133981,0.005673446099493008,0.02114213313667035
PCA,GMM,2,asthma,0.8932291666666666,0.0,0.0,0.012912172635068232
PCA,GMM,2,sex,0.5303819444444444,0.0,0.0,0.012912172635068232
PCA,GMM,3,education,0.5130208333333334,0.0,0.0,0.035388990091095196
PCA,GMM,3,native,0.8376736111111112,0.0,0.0,0.035388990091095196
PCA,GMM,3,parity,0.4548611111111111,0.0,0.0,0.035388990091095196
PCA,GMM,4,birth_weight,0.2734375,0.0010277687624814596,0.0001365772146930575,0.02973962769672006
PCA,GMM,4,iq,0.296875,0.003104185416990122,0.0018100343127155452,0.02973962769672006
PCA,GMM,4,behaviour,0.2699652777777778,0.0006545907571191378,0.0015451176582362562,0.02973962769672006
PCA,GMM,6,cohort,0.2144097222222222,0.0012556634309537993,0.002899147127747064,0.011272881548603092
PCA,GMM,7,age,0.3185763888888889,0.0,0.0,-0.00980859958793457
PCA,Agglo.,2,asthma,0.8932291666666666,0.0,0.0,0.042536925173675466
PCA,Agglo.,2,sex,0.5303819444444444,0.0,0.0,0.042536925173675466
PCA,Agglo.,3,education,0.5130208333333334,0.0,0.0,0.017661501361264337
PCA,Agglo.,3,native,0.8376736111111112,0.0,0.0,0.017661501361264337
PCA,Agglo.,3,parity,0.4548611111111111,0.0,0.0,0.017661501361264337
PCA,Agglo.,4,birth_weight,0.2708333333333333,-1.3139490768381945e-05,1.2476179814989462e-05,0.014491360172268486
PCA,Agglo.,4,iq,0.296875,0.0007225058224754632,0.000495278546669255,0.014491360172268486
PCA,Agglo.,4,behaviour,0.28125,0.002225723030370617,0.004174117691502683,0.014491360172268486
PCA,Agglo.,6,cohort,0.21788194444444445,0.004124389505513786,0.004805692666860722,0.011134066295311936
PCA,Agglo.,7,age,0.3255208333333333,-0.0006126424829784247,0.007120707183711288,0.010984288947948735
